Nombre,Resumen,Tipo de entidad,Categorías,Dirección (calle y nº),Dirección (resto),C.P.,Población,Provincia,Zona,Latitud,Longitud,Teléfono 1,Teléfono 2,Fax,Correo electrónico 1,Correo electrónico 2,Web 1,Web 2,Año de creación,Forma jurídica,Descripción general,Objetivo como entidad,Finanzas,Valores sociales y medioambientales,Forma de acceso,Redes de las que forma parte,Otras entidades con las que colabora,Proyectos en marcha,Necesidades,Ofrecimientos,Información adicional,Fecha última actualización
Bdt de Málaga,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Victoria, 11 ofic. Nº 5 (IMFE)",,29012,Málaga,Málaga,,36.7279999,-4.4124219,952 061 941,,,,,,,None,,,,,,,,,,,,,2013-06-07 19:59:14
BdT de Málaga (Distrito Ctra. de Cádiz),,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Federico García Lorca, 10",,29012,Málaga,Málaga,,36.7017354,-4.4424465,951 955 950,,,,,,,None,,,,,,,,,,,,,2013-06-07 19:59:23
BdT de Málaga Este - El Palo,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Bolivia, 63",,29012,Málaga,Málaga,,36.7216922,-4.3778139,952 294 577,,,,,,,None,,,,,,,,,,,,,2013-07-08 09:44:35
BdT de Malasaña,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Malasaña,Madrid,,40.380267,-3.6212297,,,,info@bancodetiempomalasana.com,,,,None,,,,,,,,,,,,,2014-07-22 21:01:45
BdT de Manoteras,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de las Cuevas de Almanzora, 46",,28033,Madrid,Madrid,,40.4783479,-3.6577244,917 660 866,,,info@bdtmanoteras.org,,,,None,,,,,,,,,,,,,2013-06-07 19:59:36
BdT de Marbella,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Jeddah, 4 bjos.",,29601,Marbella,Málaga,,36.5135952,-4.8870764,952 765 193,,,bancodeltiempo.ms@marbella.es,,,,None,,,,,,,,,,,,,2013-06-07 19:59:40
BdT de Menorca - Ciutadella,,Grupo/colectivo,Banco de tiempo - Comunitario,"Av. Constitució, 18",,07760,Ciutadella De Menorca,Menorca,,40.0021682,3.8414371,971 381 004,,,bancdeltempsmenorca@gmail.com,,,,None,,,,,,,,,,,,,2013-06-17 12:37:38
BdT de Menorca - Maó,,Grupo/colectivo,Banco de tiempo - Comunitario,"Camí des Castell, 53",,07702,Maó,Menorca,,39.8869786,4.2679142,--,,,bancdeltempsmenorca@gmail.com,,,,None,,,,,,,,,,,,,2013-06-17 12:22:45
BdT de Mérida,,Grupo/colectivo,Banco de tiempo - Municipal,C/ Reyes Huertas s/n,- Centro de Mayores pl. 1 ,06800,Mérida,Badajoz,,38.9182181,-6.3391649,924 303 934/ 615 012 389,,,aba.merida@gmail.com,,,,None,,,,,,,,,,,,,2013-06-09 23:50:56
BdT de Mesía,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Mesía,A Coruña,,43.1135289,-8.2723859,981 687 001,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:01:03
BdT de Mijas,,Grupo/colectivo,Banco de tiempo - Municipal,C/ Río Barbate (Zona Doña Ermita),,29651,Mijas,Málaga,,36.5663156,-4.6812086,952 663 574,,,bdtmijas@mijas.es,,,,None,,,,,,,,,,,,,2013-06-07 20:01:07
BdT de Mollet del Vallès,,Grupo/colectivo,Red de trueque - Todos,"C/ Gaietà Vínzia, 3",baixos ,08100,Mollet Del Vallès,Barcelona,,41.5394645,2.2124803,935 932 008,,,bancdeltempsmollet@hotmail.com,,,,None,,,,,,,,,,,,,2015-01-14 09:31:49
BdT de Momo,,Grupo/colectivo,Banco de tiempo - Municipal,"Barrio de la Rañada, 25",,39716,El Bosque,Cantabria,,43.3868494,-3.7263452,942 522 145 / 665 110 802,,,mujeresdelospueblos@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:01:18
BdT de Monda,,Grupo/colectivo,Banco de tiempo - Municipal,C/ del Llanete s/n,,29110,Monda,Málaga,,36.6296725,-4.8319736,667 424 516,,,bancodeltiempomonda@yahoo.es,,,,None,,,,,,,,,,,,,2013-06-07 20:01:21
BdT de Monforte de Lemos,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Monforte De Lemos,Lugo,,42.5190217,-7.5158063,982 416 350,,,obancodetempo@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:01:25
BdT de Móstoles,,Grupo/colectivo,Banco de tiempo - Municipal,"Plaza del Turia 2, Local 7",,,Móstoles,Madrid,,40.32135,-3.865003,,,,bancodeltiempomostoles@gmail.com,,,,None,,,,,,,,,,,,,2013-06-17 09:31:24
BdT de Motril,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Río Ebro, 8 1º A",,18600,Motril,Granada,,36.7433096,-3.5228744,958 825 957 / 958 825 859,,,bancodeltiempo@motril.es,mujer@motril.es,,,None,,,,,,,,,,,,,2013-06-07 20:01:43
BDT de Murcia,,Asociación,Banco de tiempo - Municipal,"Calle del Carmen, nº 32",Unidad de Trabajo Social Cabezo de Torres,30110,El Cabezo de Torres,Murcia,,38.0255514,-1.1252025,689 691 589,968 87 97 10,,bancodeltiempo@ayto-murcia.es,,,,2005,,,,,,,,,,,,,2014-10-23 18:23:57
BdT de Nuevo Baztan,,Grupo/colectivo,Banco de tiempo - Municipal,"Av. De Glasgow, s/n",,28514,Nuevo Baztan,Madrid,,40.3583079,-3.2560131,918 734 158 / 918 734 865,,,juventud@ayto-nuevobaztan.es,,,,None,,,,,,,,,,,,,2013-06-12 17:36:03
BdT de Otxarkoaga - Otxartruke,,Grupo/colectivo,Banco de tiempo - Municipal,"Av. Pau Casals, 194",,48004,Bilbao,Vizcaya,,43.2587497,-2.9006583,944 120 387,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:02:59
BdT de Palencia,,Grupo/colectivo,Banco de tiempo - Municipal,,,,,Palencia,,42.011121,-4.532032,,,,bdtpalencia@hotmail.es,,,,None,,,,,,,,,,,,,2013-06-07 20:03:18
BdT de Paracuellos de Jarama,,Grupo/colectivo,Banco de tiempo - Municipal,"Pl. de la Constitución, 1",,28860,Paracuellos Del Jarama,Madrid,,40.38,-3.86,916 580 001 / 699 589 085,,,tiemposdetrueque@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:04:29
BdT de Parla,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Ramón y Cajal, 5",,28981,Madrid,Madrid,,40.2363406,-3.7733312,916 982 411,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:04:33
BdT de Paterna,,Grupo/colectivo,Banco de tiempo - Municipal,"C/Músico Antonio Cabeza, s/nº",,46980,Paterna,Valencia,,39.503376,-0.437099,622 755 772,,,bdt@afamo.es,,,,None,,,,,,,,,,,,,2013-06-07 20:04:38
BdT de Periana,,Grupo/colectivo,Banco de tiempo - Municipal,"Pº Bellavista, s/nº",,29710,Periana,Málaga,,36.9270448,-4.1896253,952 536 016,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:04:42
BdT de Pla de Palau,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Saragossa, 27",,17003,Girona,Girona,,41.9708262,2.8188167,972 426 390,,,ccpalau@ajgirona.org,,,,None,,,,,,,,,,,,,2013-06-07 20:04:48
BdT de Plasencia,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Plasencia,Cáceres,,40.030235,-6.087016,,,,elbordon@pruebanostop.com,,,,None,,,,,,,,,,,,,2013-06-07 20:04:51
Bdt de Poble Nou,,Grupo/colectivo,Banco de tiempo - Municipal,"Camí Antic de València, 96-116",Casal Bac de Roda ,08019,Barcelona,Barcelona,,41.40673,2.2038501,933 032 447,,,bdtpoblenou@gmail.com,,,,None,,,,,,,,,,,,,2013-06-09 23:16:46
"BdT de Puente de Vallecas, Villa de Vallecas y Villaverde - CAF4",,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Conde Rodríguez San Pedro, 59",,28053,Madrid,Madrid,,40.3835206,-3.67027,914 780 630,914 774 021,,caf-4@madrid.es,,,,None,,,,,,,,,,,,,2014-03-31 09:28:23
BdT de Puerto de la Torre,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Victor Hugo, 5",,29190,Malaga,Málaga,,36.7343542,-4.4834524,952 100 800,,,bdt.ceper@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:05:01
Bdt de Puig de Sant Pere,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de los Corralasses, 4",,07012,Palma De Mallorca,Palma de Mallorca,,39.5697122,2.6425932,971 720 230,,,bdt.santpere@gmail.com,cculturalsantpere@gmail.com,,,None,,,,,,,,,,,,,2013-06-17 09:24:23
BdT de Puigcerdà,,Grupo/colectivo,Banco de tiempo - Municipal,"Pl. Regne de mallorca, baixos",,17520,Puigcerdà,Girona,,42.4335392,1.9291154,972 882 121,,,bancdeltempspuigcerda@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:05:10
Bdt de Quart de Poblet,,Grupo/colectivo,Banco de tiempo - Municipal,C/ de Vicente Blasco Ibáñez,,46930,Quart De Poblet,Valencia,,39.4576434,-0.4514649,961 521 231,,,dona@quartdepoblet.org,bdtquartdepoblet@gmail.com,,,None,,,,,,,,,,,,,2015-05-27 12:39:28
BdT de Reus,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Sta. Teresa, 22, 1er",,43201,Reus,Tarragona,,41.156211,1.1077258,977 910 672,,,bdtreus@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:05:18
BdT de Rivas Vaciamadrid,,Grupo/colectivo,Banco de tiempo - Municipal,"Avda. del Deporte s/n - Casa asoc., desp. Nº 0",,28529,Rivas Vaciamadrid,Madrid,,40.326824,-3.517985,913 222 346,,,intertiempoderivas@yahoo.es,,,,None,,,,,,,,,,,,,2013-06-07 20:05:54
BdT de Rubí,,Grupo/colectivo,Banco de tiempo - Municipal,C/ Joan Puig,local 2 ,08191,Rubí,Barcelona,,41.483998,2.0325254,935 885 005,,,tempsnostre@gmail.com,,,,None,,,,,,,,,,,,,2013-06-09 23:17:36
BdT de Russafa,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Pedro III el Grande, 26, esq. Dr. Sumsi",,46006,Valencia,Valencia,,39.4699075,-0.3762881,,,,bdtrussafa@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:06:04
BdT de Sabadell,,Grupo/colectivo,Banco de tiempo - Municipal,"Ctra. Prats de Lluçanés, 2",Cal Balsach,08208,Sabadell,Barcelona,,41.5560263,2.1021911,937 172 392,,,xarxa.sabadell@gmail.com,,,,None,,,,,,,,,,,,,2013-06-09 23:18:10
BdT de Sagrada Familia,,Grupo/colectivo,Banco de tiempo - Municipal,"C/Padilla, 210",Espai 210,08013,Barcelona,Barcelona,,41.4039541,2.179643,932 653 645,,,bdtsagradafamilia@gmail.com,,,,None,,,,,,,,,,,,,2013-06-09 23:18:40
BdT de Salamanca,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Transportistas, 3 bajo",,37006,Salamanca,Salamanca,,40.97442,-5.6675367,923 123 119,,,secretaria@bdtsalamanca.org,salamancabdt@gmail.com,http://www.bdtsalamanca.org/,,None,,,,,,,,,,,,,2013-07-20 19:24:22
"BdT de Salamanca, Retiro, Vicálvaro y Moratalaz - CAF5",,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de la Fuente Carrantona, 12",,28030,Madrid,Madrid,,40.4061508,-3.632331,915 648 184,,915 647 705,caf-5@madrid.es,,,,None,,,,,,,,,,,,,2014-03-19 08:59:00
BdT de San Anton,,Grupo/colectivo,Banco de tiempo - Municipal,C/ de San Lázaro,,16002,Cuenca,Cuenca,,40.0791165,-2.1386297,969 235 917,,,bancodeltiemposananton@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:06:22
BdT de San Javier,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Bernal, 13",,30720,Santiago De La Ribera,Murcia,,37.7991141,-0.8050798,968 190 782,,,bancodeltiempo@sanjavier.es,,,,None,,,,,,,,,,,,,2013-06-07 20:06:57
BdT de Sant Cugat,,Grupo/colectivo,Banco de tiempo - Municipal,"Jardins del Monestir, s/n",Casa de Cultura,08172,Sant Cugat,Barcelona,,41.4699731,2.0836809,936 746 351,,,bancdeltemps@santcugat.cat,,,,None,,,,,,,,,,,,,2013-06-09 23:19:11
BdT de Sant Joan Despí,,Grupo/colectivo,Banco de tiempo - Municipal,"Av. Barcelona, 41-45",L'Area a la Persona,08970,Sant Joan Despí,Barcelona,,41.3681706,2.0684906,934 770 051 (ext.2137),,,bancdeltemps@sjdespi.net,,,,None,,,,,,,,,,,,,2013-06-09 23:23:29
BdT de Sant Josep,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Consulturi, 5",,07830,Sant Josep,Ibiza,,38.908951,1.428115,971 800 975,,,,,,,None,,,,,,,,,,,,,2013-06-10 00:10:28
BdT de Sant Martí,,Grupo/colectivo,Banco de tiempo - Municipal,"Gran Via de les Corts Catalanes, 837 - Centre Cívic La Farinera",,8018,Barcelona,Barcelona,,41.4046434,2.1883083,932 918 404,,,bdtsanmarti@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:07:14
BdT de Sant Vicent del Raspeig,,Grupo/colectivo,Banco de tiempo - Municipal,,,3690,Sant Vicent Del Raspeig,Alicante,,38.427072,-0.551032,610 435 021 / 669 022 449,,,bdt@bdtsanvicente.org,,,,None,,,,,,,,,,,,,2013-06-07 20:07:19
BdT de Santa Brígida,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Tenderete, 7",,35300,Santa Brigida,Las Palmas de Gran Canaria,,28.0336573,-15.4989715,928 640 072,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:07:23
BdT de Santa Cristina d'Aro,,Grupo/colectivo,Banco de tiempo - Municipal,Punt d'Igualdad de Santa Cristina d'Aro,,17246,Santa Cristina D'Aro,Girona,,41.8137777,2.9972986,972 837 391,,,igualtat@santacristina.net,,,,None,,,,,,,,,,,,,2013-06-07 20:07:30
BdT de Santa Lucía,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Garajonay, 1 - Centro de Dia Sardina del Sur",,35110,Santa Lucia,Las Palmas de Gran Canaria,,27.856054,-15.4595306,928 759 746,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:07:34
BdT de Santa Marta de Tormes,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Santa Marta De Tormes,Salamanca,,40.9497273,-5.6262751,,,,bancodetiempodesantamarta@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:07:38
BdT de Santander,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ General Dávila, 124",,39002,Santander,Cantabria,,43.4675058,-3.8059331,942 200 833 / 942 203 130,,,voluntariado@ayto-santander.es,,,,None,,,,,,,,,,,,,2013-06-07 20:07:42
BdT de Santiago de Compostela,,Grupo/colectivo,Banco de tiempo - Municipal,C/ Isaac Díaz Pardo 2-4 (Zona Galeras),,15705,Santiago,A Coruña,,42.8970535,-8.5418899,981 542 465,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:07:45
BdT de Santomera,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de las Cuatro Esquinas, 58 - Casa Grande",,30140,Santomera,Murcia,,38.062259,-1.045205,9688 860 633,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:07:57
BdT de Sants,,Grupo/colectivo,Banco de tiempo - Comunitario,"C/Numància, 7-11",,08029,Barcelona,Barcelona,,41.3812446,2.1412523,,,,bdtsants@gmail.com,,http://www.bancdetempsdesants.org/,,None,,,,,,,,,,,,,2013-11-12 11:41:34
BdT de Sarrià-Sant Gervasi,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Jaume Piquet, 23 - Assoc. Cultural Casa Orlandai",,8017,Barcelona,Barcelona,,41.3983289,2.1246602,932 524 262,,,bancdeltemps@casaorlandai.cat,,,,None,,,,,,,,,,,,,2013-06-07 20:08:35
BdT de Sitges,,Grupo/colectivo,Banco de tiempo - Municipal,Plaça Catalunya,Assoc. De Dones de Sitges. Centre Cívic Poble Sec,08870,Sitges,Barcelona,,41.2355705,1.8068494,938 111 166,,,igualtat@gmail.com,donessitges@gmail.com,http://bancdeltempssitges.org/,,None,,,,,,,,,,,,,2013-12-02 09:56:16
BdT de Son Roca,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Cap Formentor, 13 1ª Planta",,07013,Palma De Mallorca,Palma de Mallorca,,39.5868256,2.5941239,971 790 729 / 651 516 173,,,reditsr@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-10 00:04:08
BdT de Soria,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Termancia, 5 - Bar Bristol",,42001,Soria,Soria,,41.7094169,-1.944132,,,,bancodetiemposoria@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:09:01
BdT de Sta. María de Palautordera,,Grupo/colectivo,Banco de tiempo - Municipal,"Carrer Consolat de Mar, s/n  ",Centre Cívic,08460,Santa María De Palautordera,Barcelona,,41.6923244,2.4468543,648 888 791,,,bdtpalau@gmail.com,,,,None,,,,,,,,,,,,,2013-06-09 23:26:10
BdT de Sta. Perpétua de Mogoda,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Enric Granados, s/n",Centre Cívic El Vapor,08130,Sta. Perpètua De Mogoda,Barcelona,,41.5362149,2.180781,935 600 248,,,bancdeltemps.staperpetua@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-09 23:26:38
BdT de Talavera de la Reina,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de la Cerería, 25 entrepl.",,45600,Talavera De La Reina,Toledo,,39.962884,-4.8304536,,,,economiaalternativatalavera@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:09:12
BdT de Tarifa,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Tarifa,Cádiz,,36.018776,-5.600819,,,,bancodeltiempotarifa@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:09:15
BdT de Terrassa,,Grupo/colectivo,Banco de tiempo - Municipal,"Avda. Àngel Sallent, 55",C. Cívic Mª Aurèlia Capmany ,08224,Terrassa,Barcelona,,41.5574335,2.0000485,937 333 098,,,,,,,None,,,,,,,,,,,,,2013-06-09 23:27:07
"BdT de Tetuán, Fuencarrral-El Pardo y Chamartin - CAF6",,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Buitrago de Lozoya, 22",,28035,Madrid,Madrid,,40.4605289,-3.7083493,913 981 438,,913 117 542,caf-6@madrid.es,,,,None,,,,,,,,,,,,,2014-03-19 08:59:30
BdT de Tolosa,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Tolosa,Guipúzcoa,,40.38,-3.86,943 670 383,,,bancodeltiempotolosa@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:10:29
BdT de Torrevieja,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Torrevieja,Alicante,,37.9847003,-0.6808233,699 467 962,,,bancodetiempotorrevieja@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:10:37
BdT de Úbeda,,Grupo/colectivo,Banco de tiempo - Municipal,"Av. De la Constitución, 10 - bakp",,23400,Úbeda,Jaén,,38.0104592,-3.3772307,953 793 634,,,info@bancodeltiempoubeda.com,,,,None,,,,,,,,,,,,,2013-06-07 20:10:47
BdT de Valdemoro,,Grupo/colectivo,Banco de tiempo - Municipal,C/ Apolo 22,,,Valdemoro,Madrid,,40.1791124,-3.6807557,918 099 966,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:10:54
BdT de Valladolid,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ San Sebastián, 7",,47009,Valladolid,Valladolid,,41.663629,-4.7319972,983 424 201,,,info@bancodeltiempodevalladolid.org.es,,,,None,,,,,,,,,,,,,2013-06-07 20:11:52
Bdt de Vélez,,Grupo/colectivo,Banco de tiempo - Municipal,"C/Pescadería Vieja, 11 bjo.",,,Vélez Málaga,Málaga,,36.7829139,-4.1027903,952 506 057,,,voluntariado@ayto-velezmalaga.es,,,,None,,,,,,,,,,,,,2013-06-07 20:11:17
BdT de Vigo - Valladares,,Grupo/colectivo,Banco de tiempo - Municipal,"Estrada Xeral de Valladares, 261",,36315,Vigo,Pontevedra,,42.1832582,-8.7426101,986 467 053,,,cvallada@ctv.es,bancodeltiempocvcvalladares@telefonica.net,,,None,,,,,,,,,,,,,2013-06-07 20:12:23
BdT de Vilafant,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de Figueres, 9",,17740,Vilafant,Girona,,42.2468729,2.9381634,972 546 632,,,btvilafant@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:12:27
BdT de Villamayor,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Villamayor,Salamanca?,,41.0016627,-5.6937933,,,,bdtempresariosdevillamayor@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:12:38
BdT de Villanueva del Río y Minas,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Juan Gómez Torga, 12",,41350,Villanueva Del Río Y Minas,Sevilla,,37.6554687,-5.7122139,617 689 478,,,asiminera@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:12:41
BdT de Villares de la Reina,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Villares De La Reina,Salamanca,,41.01053,-5.648107,,,,juansantanadesalamanca@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:12:52
BdT de Vitoria-Gasteiz,,Grupo/colectivo,Banco de tiempo - Municipal,"Edificio Rogelia de Álvaro C, 1ª pl. - C/ Panamá s/n",,1012,Vitoria-Gasteiz,Álava,,42.8498032,-2.6729997,945 122 814,,,bancodeltiempotrueque@hotmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:12:59
BdT de Zafarraya,,Grupo/colectivo,Banco de tiempo - Municipal,,,,Zafarraya,Granada,,36.9994992,-4.1616143,,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:13:12
BdT de Zamora,"Somos un BDT de iniciativa ciudadana , no dependemos ni tenemos nada que ver con el ayuntamiento ",Asociación,Banco de tiempo - Comunitario,Plaza de Sta. Ana s/n,Palacio la Alhondiga,49006,Zamora,Zamora,Centro - Casco antiguo,41.5072662,-5.7459823,633 162 197,,,bancodeltiempozamora@gmail.com,,http://bancodeltiempozamora.blogspot.com/,,2010,,"Banco del tiempo Zamora es una iniciativa ciudadana, no dependemos del ayuntamiento (ni queremos tener nada que ver ...). También estamos fuera de Zamora , en pueblos cercanos. 

",,,,Atendemos al público los Jueves de 18.00 - 21.00,,,,,,,2013-06-17 12:31:25
Bdt de Zaragoza (Secretaría),,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Sant Vicente Paúl, 2",,50001,Zaragoza,Zaragoza,,41.6508693,-0.8770841,976 393 305,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:13:20
BdT de Zaragoza A.VV. Arrabal,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Mariano Pano  y Ruata, 9-11 bjos.",,50015,Zaragoza,Zaragoza,,41.692694,-0.8627473,976 061 824,,,arrabal@fabz.org,,,,None,,,,,,,,,,,,,2013-06-07 20:13:23
BdT de Zaragoza A.VV. La Cartuja,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Salduba, 8",,5003,Alcaldía De La Cartuja,Zaragoza,,40.38,-3.86,,,,,,,,None,,,,,,,,,,,,,2013-06-07 20:14:00
BdT de Zaragoza A.VV. La Jota,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de María Pilar de las Heras Dopereiro, 3",,50001,Zaragoza,Zaragoza,,41.6596276,-0.8621879,976 293 925,,,lajota@fabz.org,,,,None,,,,,,,,,,,,,2013-06-07 20:14:06
BdT de Zaragoza A.VV. Picarral,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Camino Juslibol, 36",,50015,Zaragoza,Zaragoza,,41.6713488,-0.8759211,976 731 300,,,picarral@fabz.org,,,,None,,,,,,,,,,,,,2013-06-07 20:14:08
BdT de Zaragoza A.VV.Las Fuentes,,Grupo/colectivo,Banco de tiempo - Municipal,"c/ Fray Luis Urbano, 27 - local 2",,50002,Zaragoza,Zaragoza,,41.6429234,-0.8532168,976 423 104,,,lasfuentes@fabz.org,,,,None,,,,,,,,,,,,,2013-06-07 20:14:12
BdT del Bajo Deba,,Grupo/colectivo,Banco de tiempo - Municipal,C/ del Marqués de Valdespina,,48260,Ermua,Vizcaya,,43.1861263,-2.503011,943 179 919 / 695 777 986,,,bancodeltiempo@auzopolis.net,,,,None,,,,,,,,,,,,,2013-06-07 20:14:19
BdT del Cercle Matern,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Forners, 38 bjos",Casal de la dona,07006,Palma De Mallorca,Palma de Mallorca,,39.5686457,2.6615947,670 478 434,,,bancodetiempo@circulomaterno.org,,,,None,,,,,,,,,,,,,2013-06-10 00:04:36
BdT del Mercado Ecológico,,Grupo/colectivo,Banco de tiempo - Municipal,Pl. Bisbe Berenguer de Palou,,07003,Palma De Mallorca,Palma de Mallorca,,39.5760043,2.6492129,971 603 193 / 670 478 434,,,bdtmercadoecologico@gmail.com,,,,None,,,,,,,,,,,,,2013-06-10 00:06:52
BdT del Raval,entre todos nos ayudamos,Grupo/colectivo,Banco de tiempo - Municipal,"C/ Sant Pau,  75-4-1",ibN Batuta ,08001,Barcelona,Barcelona, raval,41.3779502,2.1708841,934410406,,,lolicatalana@hotmail.com,,,,None,,,,,,,,,,,,,2013-10-28 09:14:57
BdT del Valle de Egües,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de Urbasa, 129",,31486,Egües,Navarra,,42.8108214,-1.5880268,948 165 651,,,btiempcaf@egues.es,,,,None,,,,,,,,,,,,,2013-06-07 20:14:41
BdT Ecolocal,,Grupo/colectivo,Banco de tiempo - Comunitario,"""La Rendija"" C/ San Hermenegildo 1",,41003,Sevilla,,,37.3983421,-5.9837626,,,,bdtecolocal@gmail.com,,http://ecolocal.es/banco_del_tiempo.html,,2007,,,,,,,,,,,,,2015-06-08 19:17:23
BdT Entrehoras  Retiro,,Asamblea,Banco de tiempo - Comunitario,,,,Madrid,Madrid,Distrito Retiro,40.406373,-3.682017,,,,bancodetiempo.asamblearetiro@gmail.com,,http://bancodetiemporetiro.wordpress.com/,,2012,,"Cambio una hora cuidando a tus hijos, por una hora de clases de cocina”. El banco de tiempo es un instrumento de desarrollo comunitario y cohesión social, a partir de un sistema de intercambio de servicios.  Por ejemplo, una persona mayor necesita compañía porque se encuentra sola y esa misma persona ofrece su tiempo para enseñar a coser botones a un chico joven que lo necesita.

La unidad de pago es la hora y una hora siempre es a cambio de otra hora, independientemente de los servicios y actividades que tu ofrezcas o demandes, es decir, vale lo mismo clases de informática, de inglés o un trabajo de fontanería.

Un banco de tiempo no es solamente un sistema de trueque por el cual los usuarios pueden ofrecer o demandar servicios o actividades sin que intervenga el dinero. Es también una  demostración de que es posible construir redes de apoyo mutuo y sistemas alternativos para afrontar las necesidades cotidianas, más allá de la riqueza monetaria que se posea individualmente.

Un banco de tiempo genera vínculos entre las personas y combate el individualismo y el aislamiento imperantes en nuestra sociedad. Es un sistema de creación de tejido social en el barrio, fomentando la relación entre los vecinos actualmente casi desaparecida. Esta crisis a unos niveles nos está perjudicando, pero a otros nos está humanizando y acercando.

En el marco del 15M, el banco de tiempo  tiene como finalidad incrementar la cooperación entre los ciudadanos y hacer crecer nuestro movimiento.",,,,,,,,,,,2013-06-19 11:14:43
